track_name,artist(s)_name,,released_year,released_month,,in_spotify_playlists,in_spotify_charts,,,,,,,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Mount Everest,Labrinth,,2019,6,,5443,0,,,,,,,89,,Minor,46,43,43,23,8,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",,2020,7,,272,4,,,,,,,95,F,Minor,84,49,72,8,0,15,8
Cigarettes,Juice WRLD,,2021,12,,975,0,,,,,,,160,D,Major,60,47,62,3,0,38,4
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",,2022,1,,1034,1,,,,,,,174,F,Minor,67,74,75,44,0,7,30
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",,1995,12,,18773,0,,,,,,,92,G,Major,77,76,84,3,0,38,4
Forgot About Dre,"Eminem, Dr. Dre",,1999,1,,19067,0,,,,,,,134,G#,Major,93,61,74,9,0,17,8
Down Under (feat. Colin Hay),"Luude, Colin Hay",,2021,11,,3541,2,,,,,,,172,B,Minor,31,4,86,1,0,28,17
Mujeriego,Ryan Castro,,2021,12,,1492,0,,,,,,,80,A,Major,76,92,62,6,0,8,13
HUMBLE.,Kendrick Lamar,,2017,3,,33206,1,,,,,,,150,C#,Minor,91,42,60,0,0,9,12
Stan,"Eminem, Dido",,1999,11,,17115,0,,,,,,,80,F#,Minor,78,53,74,4,0,45,21
Contection,"GODZZ__-, Zakaria",,2020,1,,6955,0,,,,,,,166,A#,Minor,81,83,75,14,0,29,34
Swim,Chase Atlantic,,2017,10,,2742,0,,,,,,,120,G#,Major,67,8,54,27,0,8,4
A Tu Merced,Bad Bunny,,2020,2,,4214,11,,,,,,,92,,Major,86,89,79,17,0,11,6
Numb Little Bug,Em Beihold,,2022,1,,2026,0,,,,,,,85,G#,Minor,74,61,52,30,0,26,9
212,"Mainstreet, Chefin",,2022,1,,352,0,,,,,,,154,D,Minor,79,86,52,66,0,9,7
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",,2021,10,,1517,0,,,,,,,92,D,Minor,73,37,74,28,0,14,6
Bussin,"Nicki Minaj, Lil Baby",,2022,2,,847,0,,,,,,,140,B,Major,89,75,70,6,0,13,5
Worst Day,Future,,2022,2,,910,0,,,,,,,89,C#,Major,65,60,60,11,0,10,40
Malvada,Zï¿½ï¿½ Fe,,2022,1,,601,0,,,,,,,135,F,Minor,89,89,86,16,0,8,5
Hrs and Hrs,Muni Long,,2021,11,,1800,0,,,,,,,140,G#,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,,2015,7,,1930,0,,,,,,,82,D#,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,,2014,1,,33032,0,,,,,,,79,D,Major,78,58,45,47,0,18,3
Still Don't Know My Name,Labrinth,,2019,10,,6332,0,,,,,,,88,F,Major,31,31,63,47,27,21,12
Christmas Tree,V,,2021,12,,509,9,,,,,,,139,F,Major,44,18,38,70,0,12,4
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",,2022,1,,971,2,,,,,,,124,,Minor,73,68,83,55,0,90,7
When I R.I.P.,Labrinth,,2019,10,,2578,0,,,,,,,80,G#,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",,2022,2,,1064,0,,,,,,,120,C#,Minor,84,54,51,47,0,12,40
Forever,Labrinth,,2019,10,,3618,0,,,,,,,80,E,Minor,56,19,46,92,72,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",,2022,2,,1040,0,,,,,,,117,C#,Major,92,62,86,11,0,24,24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",,2019,6,,15010,2,,,,,,,117,A,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Tyler, The Creator",,2019,5,,4708,0,,,,,,,140,F,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,,2019,12,,13454,1,,,,,,,99,G#,Major,68,57,77,2,0,10,5
La Santa,"Daddy Yankee, Bad Bunny",,2020,2,,4890,20,,,,,,,93,C#,Major,74,59,87,3,0,8,5
Something In The Way - Remastered 2021,Nirvana,,1991,9,,9514,0,,,,,,,106,G#,Major,44,8,20,74,42,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",,2022,3,,3501,0,,,,,,,124,G,Major,81,68,63,17,0,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",,2022,3,,6111,4,,,,,,,95,G#,Major,76,96,70,18,0,33,4
Una Noche en Medellï¿½,Cris Mj,,2022,1,,5415,32,,,,,,,96,A#,Minor,87,82,53,10,0,5,8
Envolver,Anitta,,2021,11,,4673,2,,,,,,,92,E,Minor,81,40,73,15,0,9,8
Starlight,Dave,,2022,3,,1856,3,,,,,,,124,G,Major,95,36,37,35,0,10,28
Hati-Hati di Jalan,Tulus,,2022,3,,200,2,,,,,,,72,F#,Major,64,76,44,70,9,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,,2022,2,,1888,0,,,,,,,71,,Minor,28,26,20,19,0,30,3
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",,2022,2,,911,2,,,,,,,135,A,Minor,78,55,57,4,0,10,8
Yo Voy (feat. Daddy Yankee),Zion & Lennox,,2004,5,,2954,2,,,,,,,95,A#,Major,81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",,2022,3,,461,0,,,,,,,71,C#,Minor,59,70,74,56,0,11,40
Jordan,Ryan Castro,,2021,4,,2844,2,,,,,,,180,A#,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,,2022,2,,2939,0,,,,,,,150,E,Minor,65,11,58,0,0,12,9
Chale,Eden Muï¿½ï,,2022,2,,695,11,,,,,,,189,G#,Major,55,86,44,40,0,7,4
DARARI,Treasure,,2022,2,,328,0,,,,,,,85,,Major,72,55,64,49,0,7,4
Ya No Somos Ni Seremos,Christian Nodal,,2022,2,,866,16,,,,,,,140,G,Major,59,73,45,44,0,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",,2013,7,,1550,0,,,,,,,81,,Major,77,68,70,6,0,17,20
Freaky Deaky,"Tyga, Doja Cat",,2022,2,,1729,0,,,,,,,104,D,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,,2021,9,,2005,0,,,,,,,129,B,Major,42,33,44,62,0,8,6
La Zona,Bad Bunny,,2020,2,,1188,0,,,,,,,94,C#,Minor,76,81,80,20,0,25,4
Bohemian Rhapsody - Remastered 2011,Queen,,1975,10,,40112,3,,,,,,,71,,Minor,41,23,40,27,0,30,5
Hope,XXXTENTACION,,2018,3,,3659,0,,,,,,,146,A,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,,2020,3,,9833,0,,,,,,,103,F#,Minor,69,90,88,5,0,29,8
Wake Me Up - Radio Edit,Avicii,,2013,1,,50887,34,,,,,,,124,D,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Olivia Rodrigo,,2021,5,,3257,0,,,,,,,164,A#,Minor,70,71,58,24,0,7,13
Monï¿½ï¿½y so,YEAT,,2021,9,,1473,0,,,,,,,138,D,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,C. Tangana,,2020,10,,2226,0,,,,,,,126,A,Minor,67,37,46,13,0,10,39
Something Just Like This,"The Chainsmokers, Coldplay",,2017,2,,23375,21,,,,,,,103,B,Minor,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",,2016,5,,28032,0,,,,,,,95,G#,Major,75,64,52,41,0,11,3
O.O,NMIXX,,2022,2,,290,0,,,,,,,200,B,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Gotye, Kimbra",,2011,1,,42798,0,,,,,,,129,,Major,86,75,52,54,0,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",,2019,6,,2605,0,,,,,,,98,F#,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,,2022,4,,8737,0,,,,,,,107,G#,Major,91,32,56,3,0,11,10
Plan A,Paulo Londra,,2022,3,,1105,0,,,,,,,174,,Major,58,56,83,5,0,7,4
Fuera del mercado,Danny Ocean,,2022,2,,2499,21,,,,,,,92,G#,Major,45,27,67,32,0,13,14
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",,2022,3,,2697,1,,,,,,,90,G,Major,81,59,83,9,0,11,5
When You're Gone,Shawn Mendes,,2022,3,,2092,0,,,,,,,147,F,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,,2022,4,,1185,0,,,,,,,143,C#,Major,68,41,55,16,0,10,12
Wait a Minute!,Willow,,2015,1,,11985,0,,,,,,,101,D#,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,,2022,4,,753,8,,,,,,,118,C#,Minor,70,54,71,0,0,33,4
Pantysito,"Feid, Alejo, Robi",,2022,3,,2995,0,,,,,,,98,G,Minor,83,63,74,14,0,16,6
Chance,Paulo Londra,,2022,4,,225,0,,,,,,,138,C#,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,,2015,1,,9243,0,,,,,,,114,F,Minor,59,30,62,1,0,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",,2022,4,,918,0,,,,,,,180,G,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,,2021,9,,1959,9,,,,,,,145,B,Major,56,41,57,1,0,13,3
Vampiro,"Matuï¿½ï¿½, Wiu, ",,2022,1,,540,4,,,,,,,115,G#,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",,2022,3,,859,0,,,,,,,82,A#,Major,79,48,84,13,0,21,23
Right On,Lil Baby,,2022,4,,1116,0,,,,,,,166,D,Major,70,22,61,2,0,10,34
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",,2022,3,,273,2,,,,,,,92,,Major,86,91,79,29,0,60,16
That's Hilarious,Charlie Puth,,2022,4,,686,2,,,,,,,108,F#,Major,71,55,44,74,0,11,6
Soy El Unico,Yahritza Y Su Esencia,,2022,3,,226,0,,,,,,,84,E,Minor,71,63,45,45,0,11,3
RUMBATï¿½,Daddy Yankee,,2022,3,,1264,0,,,,,,,95,D#,Minor,69,90,91,6,0,35,4
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",,2022,3,,870,0,,,,,,,135,D#,Minor,93,77,45,25,0,13,27
Falling,Harry Styles,,2019,12,,7556,0,,,,,,,110,E,Major,57,6,27,84,0,9,3
Sigue,"Ed Sheeran, J Balvin",,1996,11,,1370,0,,,,,,,88,G,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,teto,,2022,3,,315,2,,,,,,,119,C#,Minor,87,28,50,12,0,10,10
MANIAC,Stray Kids,,2022,3,,651,0,,,,,,,120,C#,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,,2016,9,,12382,0,,,,,,,122,D,Major,86,97,80,36,0,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",,2022,3,,625,0,,,,,,,98,F,Major,78,83,75,41,0,27,8
Golden,Harry Styles,,2019,12,,8429,1,,,,,,,140,E,Minor,45,25,84,21,0,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",,2013,1,,52898,0,,,,,,,116,F#,Minor,79,87,81,4,0,10,4
Ain't Shit,Doja Cat,,2021,6,,3436,0,,,,,,,124,D#,Major,86,62,49,51,0,35,21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",,2022,2,,918,0,,,,,,,105,A,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,,2022,4,,181,0,,,,,,,118,G#,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,,2014,6,,18778,3,,,,,,,108,E,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,,2015,11,,22730,5,,,,,,,100,E,Major,61,53,38,84,0,28,44
N95,Kendrick Lamar,,2022,5,,5542,0,,,,,,,140,D#,Minor,81,39,66,38,0,12,14
About Damn Time,Lizzo,,2022,4,,9021,0,,,,,,,109,A#,Minor,84,72,74,10,0,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",,2022,5,,4627,0,,,,,,,101,C#,Minor,78,40,74,36,0,17,27
Despuï¿½ï¿½s de la P,Bad Bunny,,2022,5,,2229,0,,,,,,,78,F,Major,56,61,90,36,0,18,31
Un Ratito,Bad Bunny,,2022,5,,1112,6,,,,,,,93,,Minor,79,22,55,31,0,12,5
United In Grief,Kendrick Lamar,,2022,5,,2575,0,,,,,,,87,G#,Major,52,32,83,24,0,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",,2022,5,,3107,0,,,,,,,153,A#,Minor,55,50,78,19,0,11,35
Yo No Soy Celoso,Bad Bunny,,2022,5,,1179,0,,,,,,,142,,Major,87,93,59,28,0,17,5
Rich Spirit,Kendrick Lamar,,2022,5,,3486,0,,,,,,,96,A#,Minor,85,41,43,39,0,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",,2022,5,,2942,0,,,,,,,125,,Major,50,39,78,4,0,11,33
Me Fui de Vacaciones,Bad Bunny,,2022,5,,1443,0,,,,,,,85,A#,Major,71,43,65,23,0,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",,2022,5,,3028,0,,,,,,,140,C#,Minor,92,78,57,46,0,14,9
La Corriente,"Tony Dize, Bad Bunny",,2022,5,,1796,8,,,,,,,196,B,Minor,66,58,79,23,0,22,20
Count Me Out,Kendrick Lamar,,2022,5,,2729,0,,,,,,,134,G,Major,78,51,43,69,0,14,9
Andrea,"Buscabulla, Bad Bunny",,2022,5,,1195,0,,,,,,,103,C#,Minor,80,45,62,76,0,10,38
Dos Mil 16,Bad Bunny,,2022,5,,892,3,,,,,,,130,C#,Major,82,50,67,12,0,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",,2022,5,,1635,0,,,,,,,108,B,Major,65,52,69,31,0,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",,2022,5,,2291,0,,,,,,,123,G#,Major,61,66,71,53,0,32,46
Un Coco,Bad Bunny,,2022,5,,1029,28,,,,,,,152,B,Major,84,74,69,21,0,18,6
Otro Atardecer,"Bad Bunny, The Marï¿½ï",,2022,5,,1681,7,,,,,,,108,D,Major,78,55,60,59,0,7,4
Worldwide Steppers,Kendrick Lamar,,2022,5,,1480,0,,,,,,,72,A#,Minor,56,56,47,76,0,8,36
Aguacero,Bad Bunny,,2022,5,,829,0,,,,,,,121,F#,Minor,86,67,65,42,0,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",,2022,5,,2308,0,,,,,,,138,D#,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,Bad Bunny,,2022,5,,1004,1,,,,,,,188,F,Minor,50,41,50,69,0,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",,2022,2,,1367,0,,,,,,,110,C#,Major,80,26,85,23,0,11,21
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,,2022,5,,1112,3,,,,,,,105,G#,Major,81,77,79,19,0,47,8
El Apagï¿½,Bad Bunny,,2022,5,,1209,0,,,,,,,118,G#,Major,63,60,70,5,0,9,31
Callaita,"Bad Bunny, Tainy",,2019,5,,9539,15,,,,,,,176,D,Major,61,24,62,60,0,24,31
Dua Lipa,Jack Harlow,,2022,5,,1992,0,,,,,,,158,B,Major,83,41,65,0,10,11,8
Agosto,Bad Bunny,,2022,5,,897,0,,,,,,,115,C#,Minor,85,72,58,9,0,49,12
House Of Memories,Panic! At The Disco,,2016,1,,2948,0,,,,,,,110,B,Minor,51,48,82,0,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",,2022,5,,1860,0,,,,,,,174,A,Major,73,26,54,30,0,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",,2022,4,,802,0,,,,,,,130,E,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,,2022,4,,2224,8,,,,,,,78,A#,Major,36,30,54,34,0,14,5
Rich - Interlude,Kendrick Lamar,,2022,5,,1103,0,,,,,,,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,Mï¿½ï¿½ne,,2022,5,,2265,0,,,,,,,121,G,Major,64,80,88,0,0,12,6
Stefania (Kalush Orchestra),KALUSH,,2022,3,,555,0,,,,,,,105,D,Major,83,32,82,14,0,12,4
Thousand Miles,The Kid Laroi,,2022,4,,2050,0,,,,,,,81,G,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,,2022,5,,1493,0,,,,,,,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,,2022,5,,1545,0,,,,,,,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,,2022,4,,2350,0,,,,,,,125,G#,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,,2022,5,,1929,0,,,,,,,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,,2022,4,,710,4,,,,,,,140,B,Minor,84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",,2022,4,,928,0,,,,,,,96,,Major,61,32,90,25,0,10,9
Savior - Interlude,Kendrick Lamar,,2022,5,,1194,0,,,,,,,118,F,Minor,66,83,43,84,0,19,19
Pasoori,"Shae Gill, Ali Sethi",,2022,2,,349,6,,,,,,,92,B,Minor,71,67,60,7,0,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",,2022,5,,1890,0,,,,,,,140,G#,Minor,49,50,37,87,0,11,35
TUS Lï¿½ï¿½GR,"Sech, Mora",,2022,4,,1308,2,,,,,,,174,C#,Major,68,45,71,18,0,11,25
Where Did You Go?,"MNEK, Jax Jones",,2022,1,,4531,0,,,,,,,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",,2022,5,,1657,0,,,,,,,96,B,Major,71,37,52,62,0,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",,2022,4,,1351,0,,,,,,,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,,2022,4,,608,0,,,,,,,100,F#,Major,87,46,60,1,0,13,16
SloMo,Chanel,,2021,12,,1211,0,,,,,,,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,,2022,5,,629,0,,,,,,,104,G,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Leah Kate,,2022,3,,1301,0,,,,,,,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,,2022,2,,1329,0,,,,,,,80,B,Major,47,33,83,18,0,10,5
With you,"HA SUNG WOON, Jimin",,2022,4,,343,2,,,,,,,150,D#,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,,1998,3,,13101,9,,,,,,,156,B,Minor,32,49,72,0,0,9,4
The Heart Part 5,Kendrick Lamar,,2022,5,,2939,0,,,,,,,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,,2019,11,,407,1,,,,,,,92,G,Major,58,27,36,86,0,9,3
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,,2022,5,,1492,0,,,,,,,144,E,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,,2017,10,,2264,0,,,,,,,150,E,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,,2021,8,,801,0,,,,,,,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,BTS,,2022,6,,829,0,,,,,,,172,C#,Major,56,68,89,4,0,33,19
Run BTS,BTS,,2022,6,,736,0,,,,,,,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,,2022,5,,4449,1,,,,,,,107,B,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,,2022,5,,3218,3,,,,,,,114,D,Major,51,39,29,90,0,10,4
For Youth,BTS,,2022,6,,327,0,,,,,,,117,D,Major,63,29,51,43,0,25,4
Daylight,Harry Styles,,2022,5,,2775,0,,,,,,,146,,Major,69,63,45,48,0,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,,2022,5,,4576,0,,,,,,,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",,2022,6,,2313,0,,,,,,,120,G,Major,88,15,56,1,0,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",,2022,5,,3983,0,,,,,,,100,B,Minor,82,76,70,16,0,8,5
Born Singer,BTS,,2022,6,,279,0,,,,,,,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,,2022,5,,2302,0,,,,,,,142,D#,Major,56,40,54,72,0,10,4
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",,2022,5,,3559,3,,,,,,,170,A,Minor,80,77,85,11,0,17,14
True Love,"Kanye West, XXXTENTACION",,2022,5,,2129,0,,,,,,,84,F,Minor,71,39,86,2,0,51,25
Satellite,Harry Styles,,2022,5,,3291,5,,,,,,,139,,Major,58,30,46,14,0,9,3
Pass The Dutchie,Musical Youth,,1982,1,,5328,0,,,,,,,151,G,Major,73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",,2022,6,,1401,0,,,,,,,128,C#,Minor,82,42,75,6,0,63,6
Love Of My Life,Harry Styles,,2022,5,,1933,0,,,,,,,118,G,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,,2022,5,,1986,0,,,,,,,183,F,Major,65,88,72,36,14,20,3
So Good,Halsey,,2022,6,,1057,0,,,,,,,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,"BYOR, Imanbek",,2022,2,,5115,13,,,,,,,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,,2022,5,,2094,1,,,,,,,165,A,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,,2022,5,,2171,0,,,,,,,106,A,Minor,83,90,64,35,5,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",,2022,5,,896,0,,,,,,,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,,2014,1,,5148,0,,,,,,,91,G#,Major,57,30,89,10,0,33,8
Hold My Hand,Lady Gaga,,2022,5,,2528,0,,,,,,,148,G,Major,51,21,63,5,0,41,3
Daydreaming,Harry Styles,,2022,5,,1900,1,,,,,,,114,E,Minor,71,90,81,31,2,13,3
Numb,"Marshmello, Khalid",,2022,6,,3879,2,,,,,,,120,,Minor,91,63,77,12,1,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",,2022,6,,896,0,,,,,,,92,F#,Major,83,56,82,10,0,9,5
Me and Your Mama,Childish Gambino,,2016,11,,8775,0,,,,,,,118,F,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",,2022,3,,5290,0,,,,,,,123,E,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,Joji,,2018,9,,10211,0,,,,,,,89,D#,Major,52,28,48,54,1,19,3
Antes de Perderte,Duki,,2022,6,,584,8,,,,,,,110,F,Minor,81,61,93,49,0,12,11
Boyfriends,Harry Styles,,2022,5,,1517,0,,,,,,,118,,Major,42,32,20,94,0,11,4
295,Sidhu Moose Wala,,2021,5,,246,4,,,,,,,90,B,Minor,68,54,76,21,0,11,20
Tak Ingin Usai,Keisya Levronka,,2022,5,,220,4,,,,,,,130,,Major,49,14,40,82,0,11,3
En El Radio Un Cochinero,Victor Cibrian,,2022,5,,514,0,,,,,,,154,F#,Minor,70,97,62,47,0,10,4
Master of Puppets (Remastered),Metallica,,1986,3,,6080,0,,,,,,,105,E,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,Beyoncï¿,,2022,6,,9724,0,,,,,,,115,C#,Minor,70,87,88,4,0,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",,2022,6,,2341,0,,,,,,,110,C#,Major,91,59,82,8,0,6,8
Massive,Drake,,2022,6,,5263,0,,,,,,,125,E,Minor,51,5,68,12,2,15,6
Betty (Get Money),Yung Gravy,,2022,6,,2402,0,,,,,,,102,C#,Major,73,62,75,0,0,34,8
Ojos Marrones,Lasso,,2022,2,,795,11,,,,,,,120,G#,Minor,81,72,65,4,0,14,4
POP!,Nayeon,,2022,6,,571,0,,,,,,,97,D,Major,80,36,86,4,0,3,5
Layla,"Schï¿½ï¿½rze, DJ R",,2022,3,,832,3,,,,,,,140,F,Minor,44,41,92,0,0,44,7
MORE,j-hope,,2022,7,,565,0,,,,,,,97,D,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Guns N' Roses,,1987,1,,41231,1,,,,,,,125,F#,Major,45,67,90,9,11,10,5
Last Last,Burna Boy,,2022,5,,4526,12,,,,,,,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,,2022,3,,1818,0,,,,,,,170,,Major,56,52,64,11,0,45,7
Sticky,Drake,,2022,6,,2814,0,,,,,,,137,A#,Minor,88,8,49,9,0,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",,2022,7,,1601,0,,,,,,,157,A,Major,88,52,69,0,0,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",,2022,6,,894,4,,,,,,,130,F#,Major,95,83,57,54,0,10,25
La Loto,"Anitta, Tini, Becky G",,2022,7,,945,0,,,,,,,90,C#,Major,85,80,83,10,0,8,11
die first,Nessa Barrett,,2022,6,,767,0,,,,,,,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,,2022,5,,5898,5,,,,,,,128,C#,Major,58,68,91,2,0,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",,2022,6,,685,2,,,,,,,130,D#,Minor,71,78,40,46,0,7,45
cï¿½ï¿½mo dormi,Rels B,,2022,8,,1452,35,,,,,,,126,C#,Major,63,56,43,24,0,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",,2022,8,,1456,0,,,,,,,120,,Major,77,94,87,2,0,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",,2022,8,,2107,0,,,,,,,130,E,Minor,72,18,46,7,0,28,8
Caile,Luar La L,,2020,12,,1494,2,,,,,,,122,,Major,70,46,76,30,0,9,45
Si Te La Encuentras Por Ahï¿,Feid,,2022,8,,1379,4,,,,,,,172,G#,Minor,74,46,58,15,0,13,8
GIVENCHY,Duki,,2022,7,,625,4,,,,,,,103,G#,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,Beyoncï¿,,2022,7,,2688,0,,,,,,,122,A#,Minor,55,46,64,0,0,17,10
Mary On A Cross,Ghost,,2019,9,,2668,2,,,,,,,130,B,Major,47,56,90,0,0,10,4
Attention,NewJeans,,2022,8,,799,12,,,,,,,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,,2022,3,,1189,6,,,,,,,120,F,Major,90,73,51,39,0,9,6
"Come Back Home - From ""Purple Hearts""",Sofia Carson,,2022,7,,367,0,,,,,,,145,G,Major,56,43,53,24,0,12,4
